query,title,docid,link,rel
How does Michigan's automotive industry contribute to global manufacturing and trade,United Auto Workers,320140,https://en.wikipedia.org/wiki/?curid=320140,4
How does Michigan's automotive industry contribute to global manufacturing and trade,William C. Durant,369262,https://en.wikipedia.org/wiki/?curid=369262,5
How does Michigan's automotive industry contribute to global manufacturing and trade,Heavy industry,1608478,https://en.wikipedia.org/wiki/?curid=1608478,2
How does Michigan's automotive industry contribute to global manufacturing and trade,Automotive industry in the Soviet Union,3383654,https://en.wikipedia.org/wiki/?curid=3383654,2
How does Michigan's automotive industry contribute to global manufacturing and trade,Football Association of Ireland,13373575,https://en.wikipedia.org/wiki/?curid=13373575,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Guardian Industries,19020357,https://en.wikipedia.org/wiki/?curid=19020357,4
How does Michigan's automotive industry contribute to global manufacturing and trade,Early 1980s recession in the United States,31459743,https://en.wikipedia.org/wiki/?curid=31459743,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Ganzhou,937324,https://en.wikipedia.org/wiki/?curid=937324,1
How does Michigan's automotive industry contribute to global manufacturing and trade,"Little Rock, Arkansas",18520327,https://en.wikipedia.org/wiki/?curid=18520327,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Corruption in Malaysia,42043879,https://en.wikipedia.org/wiki/?curid=42043879,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Hyundai WIA,28662066,https://en.wikipedia.org/wiki/?curid=28662066,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Foreign direct investment in India,48090491,https://en.wikipedia.org/wiki/?curid=48090491,2
How does Michigan's automotive industry contribute to global manufacturing and trade,"Thorns, spines, and prickles",25725334,https://en.wikipedia.org/wiki/?curid=25725334,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Rondebosch,1168431,https://en.wikipedia.org/wiki/?curid=1168431,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Ukraine at the 2008 Summer Olympics,17410350,https://en.wikipedia.org/wiki/?curid=17410350,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Quenching,1166049,https://en.wikipedia.org/wiki/?curid=1166049,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Surface roughness,2260140,https://en.wikipedia.org/wiki/?curid=2260140,2
How does Michigan's automotive industry contribute to global manufacturing and trade,Windows IoT,8969589,https://en.wikipedia.org/wiki/?curid=8969589,2
How does Michigan's automotive industry contribute to global manufacturing and trade,Automotive industry in Canada,23560776,https://en.wikipedia.org/wiki/?curid=23560776,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Kenneth Turan,4123773,https://en.wikipedia.org/wiki/?curid=4123773,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Rockwell International,26367,https://en.wikipedia.org/wiki/?curid=26367,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Midwestern United States,104697,https://en.wikipedia.org/wiki/?curid=104697,4
How does Michigan's automotive industry contribute to global manufacturing and trade,"California State University, Dominguez Hills",700112,https://en.wikipedia.org/wiki/?curid=700112,1
How does Michigan's automotive industry contribute to global manufacturing and trade,David Mark,12932088,https://en.wikipedia.org/wiki/?curid=12932088,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Russian interference in the 2018 United States elections,56579889,https://en.wikipedia.org/wiki/?curid=56579889,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Crain Communications,6132011,https://en.wikipedia.org/wiki/?curid=6132011,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Metro Detroit,490908,https://en.wikipedia.org/wiki/?curid=490908,5
How does Michigan's automotive industry contribute to global manufacturing and trade,Speciality chemicals,37805597,https://en.wikipedia.org/wiki/?curid=37805597,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Automotive industry in Turkey,23842092,https://en.wikipedia.org/wiki/?curid=23842092,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Commerce,39208,https://en.wikipedia.org/wiki/?curid=39208,2
How does Michigan's automotive industry contribute to global manufacturing and trade,American Redoubt,32064959,https://en.wikipedia.org/wiki/?curid=32064959,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Baba Kalyani,4513304,https://en.wikipedia.org/wiki/?curid=4513304,2
How does Michigan's automotive industry contribute to global manufacturing and trade,Paris Opera Ballet,782544,https://en.wikipedia.org/wiki/?curid=782544,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Autodesk,180584,https://en.wikipedia.org/wiki/?curid=180584,3
How does Michigan's automotive industry contribute to global manufacturing and trade,Pharmacy school,14831636,https://en.wikipedia.org/wiki/?curid=14831636,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Applications of artificial intelligence,15893057,https://en.wikipedia.org/wiki/?curid=15893057,2
How does Michigan's automotive industry contribute to global manufacturing and trade,Isuzu,523288,https://en.wikipedia.org/wiki/?curid=523288,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Ribbon,303781,https://en.wikipedia.org/wiki/?curid=303781,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Rust Belt,980865,https://en.wikipedia.org/wiki/?curid=980865,3
How does Michigan's automotive industry contribute to global manufacturing and trade,General Motors,12102,https://en.wikipedia.org/wiki/?curid=12102,5
How does Michigan's automotive industry contribute to global manufacturing and trade,Taira no Kiyomori,180280,https://en.wikipedia.org/wiki/?curid=180280,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Vince Lombardi Trophy,271635,https://en.wikipedia.org/wiki/?curid=271635,1
How does Michigan's automotive industry contribute to global manufacturing and trade,Manufacturing in the United States,30557091,https://en.wikipedia.org/wiki/?curid=30557091,2
How does Michigan's automotive industry contribute to global manufacturing and trade,Central Michigan,6483240,https://en.wikipedia.org/wiki/?curid=6483240,2
How does Michigan's automotive industry contribute to global manufacturing and trade,NSF International,30871962,https://en.wikipedia.org/wiki/?curid=30871962,1
How does Michigan's automotive industry contribute to global manufacturing and trade,ZF Friedrichshafen,1049540,https://en.wikipedia.org/wiki/?curid=1049540,2
How did the Treaty of Versailles contribute to the outbreak of World War II,Anthony Fokker,51808,https://en.wikipedia.org/wiki/?curid=51808,3
How did the Treaty of Versailles contribute to the outbreak of World War II,Dixie Mission,3342722,https://en.wikipedia.org/wiki/?curid=3342722,1
How did the Treaty of Versailles contribute to the outbreak of World War II,Deutschland-class cruiser,3010318,https://en.wikipedia.org/wiki/?curid=3010318,3
How did the Treaty of Versailles contribute to the outbreak of World War II,Nazi foreign policy debate,21282273,https://en.wikipedia.org/wiki/?curid=21282273,5
How did the Treaty of Versailles contribute to the outbreak of World War II,Independence of New Zealand,5472856,https://en.wikipedia.org/wiki/?curid=5472856,1
How did the Treaty of Versailles contribute to the outbreak of World War II,Louis XVIII,62114,https://en.wikipedia.org/wiki/?curid=62114,1
How did the Treaty of Versailles contribute to the outbreak of World War II,Organisation of the League of Nations,25524537,https://en.wikipedia.org/wiki/?curid=25524537,4
How did the Treaty of Versailles contribute to the outbreak of World War II,"Cherry Hill, New Jersey",25436099,https://en.wikipedia.org/wiki/?curid=25436099,1
How did the Treaty of Versailles contribute to the outbreak of World War II,Great feasts in the Eastern Orthodox Church,964791,https://en.wikipedia.org/wiki/?curid=964791,1
How did the Treaty of Versailles contribute to the outbreak of World War II,Chilliwack,328970,https://en.wikipedia.org/wiki/?curid=328970,1
How did the Treaty of Versailles contribute to the outbreak of World War II,Post??orld War I recession,1303606,https://en.wikipedia.org/wiki/?curid=1303606,4
How did the Treaty of Versailles contribute to the outbreak of World War II,Events preceding World War II in Europe,360435,https://en.wikipedia.org/wiki/?curid=360435,5
How did the Treaty of Versailles contribute to the outbreak of World War II,Japanese colonial empire,26458209,https://en.wikipedia.org/wiki/?curid=26458209,2
How did the Treaty of Versailles contribute to the outbreak of World War II,American Century,1240175,https://en.wikipedia.org/wiki/?curid=1240175,3
How did the Treaty of Versailles contribute to the outbreak of World War II,Steven Van Zandt,249731,https://en.wikipedia.org/wiki/?curid=249731,1
How did the Treaty of Versailles contribute to the outbreak of World War II,Uruguayan Air Force,1015521,https://en.wikipedia.org/wiki/?curid=1015521,1
